Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source
"March 24, 2023","March 24, 2023",Bike Ride,443,15.194621376,3122,3.42445741867494,1.48500879861608,17.5210890624,40.4038685952,,,b'',Map My Fitness MapMyRun Android
"March 23, 2023","March 23, 2023",Bike Ride,183,6.07231240704,1105,3.03289414817466,1.94891210331663,19.7830220544,30.7864288512,,,b'',Map My Fitness MapMyRun Android
"March 20, 2023","March 20, 2023",Run,287,4.01085539712,1098,4.56262303149606,2.03070319335083,13.15031997312,29.5464292992,,3114,b'',Map My Fitness MapMyRun Android
"March 19, 2023","March 19, 2023",Walk,264,4.03370808192,2105,8.69758112622286,3.48502246878231,6.89848524288,17.2166011776,,4414,b'',Map My Fitness MapMyRun Android
"March 14, 2023","March 14, 2023",Run,293,4.00651016832,1144,4.75892040483576,2.30583392984968,12.60790667136,26.0210003328,,3230,b'',Map My Fitness MapMyRun Android
"March 12, 2023","March 12, 2023",Walk,143,2.10795095808,1058,8.36514753837588,3.9716555316949,7.17258871296,15.10704087552,,2189,b'',Map My Fitness MapMyRun Android
"March 7, 2023","March 7, 2023",Run,288,4.00583424384,1110,4.61826060804899,2.43218354807922,12.99189614976,24.6691513728,,3154,b'',Map My Fitness MapMyRun Android
"March 5, 2023","March 5, 2023",Walk,275,4.01212677888,1993,8.27902549113179,3.46648696611787,7.2471979008,17.30849472,,4166,b'',Map My Fitness MapMyRun Android
"March 3, 2023","March 3, 2023",Walk,137,2.10561740928,1106,8.75431231607413,4.16054616042313,6.85374547968,14.4211706496,,2226,b'',Map My Fitness MapMyRun Android
"March 1, 2023","Feb. 28, 2023",Run,73,1.022338994688,278,4.53208885110952,3.85469483218007,13.23891436032,15.56543032704,,780,b'',Map My Fitness MapMyRun Android
"March 1, 2023","Feb. 28, 2023",Run,140,1.829421792,616,5.61195120496302,2.40155616201384,10.69146764928,24.9837781248,,1470,b'',Map My Fitness MapMyRun Android
"March 1, 2023","Feb. 28, 2023",Run,140,1.829421792,616,5.61195120496302,2.40155616201384,10.69146764928,24.9837781248,,1470,b'',
"Feb. 21, 2023","Feb. 21, 2023",Run,288,4.01549030784,1114,4.62375974310029,2.15439955658952,12.97644644736,27.8500197888,,3125,b'',Map My Fitness MapMyRun Android
"Feb. 14, 2023","Feb. 14, 2023",Run,291,4.01822619264,1128,4.67868274278215,2.1079023502744,12.82412203776,28.4643063936,,3150,b'',Map My Fitness MapMyRun Android
"Feb. 12, 2023","Feb. 12, 2023",Walk,140,2.01724833024,995,8.22080301041915,2.94405670882049,7.29856816128,20.3800886784,,2062,b'',Map My Fitness MapMyRun Android
"Feb. 8, 2023","Feb. 8, 2023",Run,292,4.02109082496,1134,4.70020704088125,2.34487468185795,12.76538098176,25.587764928,,3198,b'',Map My Fitness MapMyRun Android
"Feb. 5, 2023","Feb. 5, 2023",Walk,123,1.76739767424,871,8.21353296746998,3.37643785293884,7.30498944384,17.7702155136,,1816,b'',Map My Fitness MapMyRun Android
"Jan. 31, 2023","Jan. 31, 2023",Run,294,4.00728265344,1155,4.80375233635568,2.30479002624672,12.49023143808,26.032748544,,3247,b'',Map My Fitness MapMyRun Android
"Jan. 29, 2023","Jan. 29, 2023",Walk,70,1.005798157056,493,8.16929133858268,3.33361916408176,7.3445632128,17.9984204928,,1011,b'',Map My Fitness MapMyRun Android
"Jan. 24, 2023","Jan. 24, 2023",Run,292,4.01164397568,1139,4.73205231448342,2.41180257297383,12.67949029248,24.8775614208,,3171,b'',Map My Fitness MapMyRun Android
"Jan. 15, 2023","Jan. 15, 2023",Walk,354,5.83324435584,3291,9.4030238407699,2.64465521355285,6.38093630592,22.6872442368,,6436,b'',Map My Fitness MapMyRun Android
"Jan. 9, 2023","Jan. 9, 2023",Run,294,4.01127382656,1149,4.77404457965482,2.29681162013839,12.56796275328,26.1231936768,,3220,b'',Map My Fitness MapMyRun Android
"Jan. 8, 2023","Jan. 8, 2023",Walk,74,1.172217201408,635,9.02846128608924,4.31019098464965,6.64564120704,13.9205037312,,1245,b'',Map My Fitness MapMyRun Android
"Jan. 5, 2023","Jan. 5, 2023",Run,298,4.00850575488,1180,4.90623508709139,2.67868771375169,12.2293245888,22.3990107264,,3282,b'',Map My Fitness MapMyRun Android
"Dec. 31, 2022","Dec. 31, 2022",Walk,82,1.525405444992,971,10.609229599141,4.37888356995148,5.6554762176,13.7021157504,,1679,b'',Map My Fitness MapMyRun Android
"Dec. 30, 2022","Dec. 30, 2022",Walk,139,1.8811622016,1011,7.83201105543625,3.91117125984252,7.66084758912,15.34068543744,,2154,b'',Map My Fitness MapMyRun Android
"Dec. 22, 2022","Dec. 22, 2022",Run,291,4.01135429376,1130,4.69501237771415,2.35165384156526,12.77952711552,25.5138960384,,3168,b'',Map My Fitness MapMyRun Android
"Dec. 18, 2022","Dec. 18, 2022",Walk,58,0.866852224128,437,8.40205698719478,4.11465168416448,7.14112603776,14.58204067584,,1009,b'',Map My Fitness MapMyRun Android
"Dec. 15, 2022","Dec. 15, 2022",Run,303,4.0111289856,1219,5.06507620496302,2.72453869402688,11.8458179136,22.0221023616,,3442,b'',Map My Fitness MapMyRun Android
"Dec. 13, 2022","Dec. 13, 2022",Walk,170,2.49852265344,1251,8.34495297462817,3.86005105185715,7.19000181504,15.54383293056,,2709,b'',Map My Fitness MapMyRun Android
"Dec. 11, 2022","Dec. 11, 2022",Walk,156,2.49908592384,1368,9.12334466714388,3.65250685993796,6.57653597568,16.4270570112,,2821,b'',Map My Fitness MapMyRun Android
"Dec. 8, 2022","Dec. 8, 2022",Run,288,4.00519050624,1113,4.63148960073173,2.07890295673268,12.95480077056,28.8613315584,,3143,b'',Map My Fitness MapMyRun Android
"Dec. 5, 2022","Dec. 5, 2022",Run,289,4.00940698752,1121,4.65987383679313,2.14368090352342,12.87589463424,27.9892280448,,3178,b'',Map My Fitness MapMyRun Android
"Dec. 1, 2022","Dec. 1, 2022",Run,291,4.0106461824,1131,4.69999577467589,2.2075516483735,12.76597643904,27.179406144,,3237,b'',Map My Fitness MapMyRun Android
"Nov. 28, 2022","Nov. 28, 2022",Run,287,4.01236818048,1097,4.55675107372942,2.42172587091386,13.16728245888,24.7756899456,,3150,b'',Map My Fitness MapMyRun Android
"Nov. 24, 2022","Nov. 24, 2022",Run,289,4.01093586432,1113,4.62485335639863,2.11157465402052,12.97338869376,28.4147385984,,3219,b'',Map My Fitness MapMyRun Android
"Nov. 21, 2022","Nov. 21, 2022",Run,288,4.0111289856,1107,4.59969403682494,2.11535259086932,13.04434467072,28.3640442624,,3116,b'',Map My Fitness MapMyRun Android
"Nov. 20, 2022","Nov. 20, 2022",Walk,172,2.3775643584,1135,7.95634743100294,3.55038450449376,7.54116067584,16.8995604096,,2407,b'',Map My Fitness MapMyRun Android
"Nov. 16, 2022","Nov. 16, 2022",Run,286,4.01071055616,1090,4.52954744293327,2.40736598266126,13.24636562304,24.9234277248,,3114,b'',Map My Fitness MapMyRun Android
"Nov. 14, 2022","Nov. 14, 2022",Walk,91,1.337364864,1789,22.2951090630717,3.92253613894854,2.69117722368,15.29623535616,,1352,b'',Map My Fitness MapMyRun Android
"Nov. 13, 2022","Nov. 13, 2022",Run,294,4.0211069184,1151,4.77066432036905,2.18523199514833,12.5768624256,27.457017984,,3231,b'',Map My Fitness MapMyRun Android
"Nov. 10, 2022","Nov. 10, 2022",Run,290,4.01172444288,1128,4.68626347132745,2.24945692157798,12.8033775936,26.6731065216,,3176,b'',Map My Fitness MapMyRun Android
"Nov. 9, 2022","Nov. 9, 2022",Bike Ride,197,6.52270341888,1223,3.12498757257616,1.7716846118667,19.2001176576,33.8660695296,,,b'',Map My Fitness MapMyRun Android
"Nov. 6, 2022","Nov. 6, 2022",Run,288,4.01372002944,1111,4.61333313449455,2.20039345223892,13.00576869504,27.267920064,,3184,b'',Map My Fitness MapMyRun Android
"Nov. 3, 2022","Nov. 3, 2022",Run,290,4.00987369728,1124,4.67179794997216,2.47800967350672,12.84301573632,24.2130632832,,3154,b'',Map My Fitness MapMyRun Android
"Nov. 1, 2022","Nov. 1, 2022",Walk,75,1.045869213312,500,7.96784279805933,3.16578059134654,7.53026541696,18.9526005504,,1098,b'',Map My Fitness MapMyRun Android
"Oct. 30, 2022","Oct. 30, 2022",Walk,31,0.50621110848,283,9.31758530183727,5.57857114451603,6.43943596032,10.75543907328,,566,b'',Map My Fitness MapMyRun Android
"Oct. 30, 2022","Oct. 30, 2022",Run,287,4.00564112256,1097,4.56438772568202,2.06748836793128,13.14523444608,29.0208175488,,3144,b'',Map My Fitness MapMyRun Android
"Oct. 27, 2022","Oct. 27, 2022",Run,287,4.01328550656,1097,4.55569474270262,2.04290692356637,13.17032411904,29.3698842624,,3100,b'',Map My Fitness MapMyRun Android
"Oct. 26, 2022","Oct. 26, 2022",Bike Ride,188,6.23788171776,1102,2.94437360812853,1.61134598942178,20.3778355968,37.2360358656,,13,b'',Map My Fitness MapMyRun Android
"Oct. 26, 2022","Oct. 26, 2022",Bike Ride,189,6.21580151808,1055,2.82881099379623,1.50963373896445,21.210349248,39.7446812928,,188,b'',Map My Fitness MapMyRun Android
"Oct. 24, 2022","Oct. 24, 2022",Bike Ride,99,4.91221678464,1137,3.85772712359819,1.99737284259922,15.5531832192,30.0395323008,,38,b'',Map My Fitness MapMyRun Android
"Oct. 24, 2022","Oct. 24, 2022",Bike Ride,188,6.1230711168,1023,2.78454451006124,1.84550972321642,21.547506816,32.5113237504,,64,b'',Map My Fitness MapMyRun Android
"Oct. 23, 2022","Oct. 23, 2022",Run,287,4.0031627328,1098,4.57139057901853,2.04551046886185,13.12510155264,29.3325474816,,3115,b'',Map My Fitness MapMyRun Android
"Oct. 20, 2022","Oct. 20, 2022",Run,288,4.0131406656,1112,4.61816118865824,2.45703839576871,12.99218583168,24.4197030528,,3153,b'',Map My Fitness MapMyRun Android
"Oct. 19, 2022","Oct. 19, 2022",Bike Ride,89,2.93885526528,557,3.15882123399348,1.96040747037302,18.9944434944,30.6058604544,,161,b'',Map My Fitness MapMyRun Android
"Oct. 19, 2022","Oct. 19, 2022",Bike Ride,97,3.22570473984,604,3.12076224846894,1.7024762884753,19.226028096,35.2428633216,,236,b'',Map My Fitness MapMyRun Android
"Oct. 17, 2022","Oct. 17, 2022",Bike Ride,189,6.26311623168,1171,3.11612681937485,1.84623051379941,19.2546744192,32.4986099328,,29,b'',Map My Fitness MapMyRun Android
"Oct. 17, 2022","Oct. 17, 2022",Bike Ride,184,6.1104377664,1070,2.91850592539569,1.70118383639545,20.5584039936,35.269578432,,23,b'',Map My Fitness MapMyRun Android
"Oct. 16, 2022","Oct. 16, 2022",Bike Ride,195,6.45235899264,1281,3.30886373578303,1.37820751809433,18.1331225856,43.5346864128,,36,b'',Map My Fitness MapMyRun Android
"Oct. 16, 2022","Oct. 16, 2022",Run,288,4.01127382656,1113,4.62446810625944,2.14094687027758,12.97446695424,28.0249554816,,3177,b'',Map My Fitness MapMyRun Android
"Oct. 16, 2022","Oct. 16, 2022",Bike Ride,194,6.443813376,1161,3.00287570587767,1.148741350513,19.980810432,52.2310985856,,32,b'',Map My Fitness MapMyRun Android
"Oct. 15, 2022","Oct. 15, 2022",Bike Ride,93,3.07017773568,551,2.99115043148016,1.91116380338821,20.0591854848,31.3944390144,,65,b'',Map My Fitness MapMyRun Android
"Oct. 15, 2022","Oct. 15, 2022",Bike Ride,92,3.3485620608,699,3.47910701503221,1.91973251212917,17.245730304,31.254265152,,17,b'',Map My Fitness MapMyRun Android
"Oct. 12, 2022","Oct. 12, 2022",Run,285,4.00634923392,1080,4.49286168774358,2.08731632267557,13.35451353984,28.7449759872,,3073,b'',Map My Fitness MapMyRun Android
"Oct. 9, 2022","Oct. 9, 2022",Run,288,4.00725046656,1110,4.61663882923725,2.51373851706037,12.99648278016,23.8688246016,,3126,b'',Map My Fitness MapMyRun Android
"Oct. 8, 2022","Oct. 8, 2022",Bike Ride,950,31.4588127744,6057,3.20895346178319,1.73374990058061,18.6976804608,34.6071724416,,266,b'',Map My Fitness MapMyRun Android
"Oct. 7, 2022","Oct. 7, 2022",Walk,66,1.017618788736,534,8.74592380497892,3.81834461743418,6.86034379008,15.71361872256,,1152,b'',Map My Fitness MapMyRun Android
"Oct. 7, 2022","Oct. 7, 2022",Bike Ride,200,6.63569546112,1209,3.03660373419232,1.78574624194703,19.7588818944,33.5994012288,,148,b'',Map My Fitness MapMyRun Android
"Oct. 5, 2022","Oct. 5, 2022",Bike Ride,197,6.53266525824,1295,3.30391140738089,1.78946825538853,18.1603204992,33.5293947648,,53,b'',Map My Fitness MapMyRun Android
"Oct. 5, 2022","Oct. 5, 2022",Run,289,4.01220724608,1113,4.62339313409687,2.27906525888809,12.97749252096,26.3266147584,,3132,b'',Map My Fitness MapMyRun Android
"Oct. 5, 2022","Oct. 5, 2022",Bike Ride,198,6.57721190016,1257,3.18524193708741,1.77638217808001,18.8368887168,33.7764290688,,25,b'',Map My Fitness MapMyRun Android
"Oct. 2, 2022","Oct. 2, 2022",Run,287,4.008875904,1099,4.56902315477611,2.38756288276465,13.13190907776,25.1302284288,,3144,b'',Map My Fitness MapMyRun Android
"Oct. 1, 2022","Oct. 1, 2022",Walk,91,1.349319071232,681,8.41162610355524,2.30969264495347,7.13296666368,25.9775480448,,1456,b'',Map My Fitness MapMyRun Android
"Sept. 30, 2022","Sept. 30, 2022",Walk,70,1.009192263552,497,8.20787848962062,3.19220129444047,7.310042784,18.7958504448,,1071,b'',Map My Fitness MapMyRun Android
"Sept. 28, 2022","Sept. 28, 2022",Run,287,4.01186928384,1099,4.56561182693072,2.11100920623558,13.14172607616,28.4224634496,,3141,b'',Map My Fitness MapMyRun Android
"Sept. 27, 2022","Sept. 27, 2022",Bike Ride,1047,34.7507259264,6222,2.98410408216018,1.29792014634534,20.1065001984,46.2277626624,,191,b'',Map My Fitness MapMyRun Android
"Sept. 26, 2022","Sept. 26, 2022",Bike Ride,104,3.43865313792,700,3.39281098385429,1.45983705161855,17.6844374784,41.1003926784,,124,b'',Map My Fitness MapMyRun Android
"Sept. 25, 2022","Sept. 25, 2022",Run,286,4.01260958208,1093,4.53986220472441,2.101930973117,13.2162547968,28.5450954624,,3113,b'',Map My Fitness MapMyRun Android
"Sept. 23, 2022","Sept. 23, 2022",Bike Ride,186,6.115104864,1033,2.81543287202736,1.77455534677484,21.3110941824,33.8113518336,,62,b'',Map My Fitness MapMyRun Android
"Sept. 23, 2022","Sept. 23, 2022",Bike Ride,183,6.08153394816,1075,2.92639112582518,1.8450064125507,20.50304256,32.5201751424,,,b'',Map My Fitness MapMyRun Android
"Sept. 22, 2022","Sept. 22, 2022",Walk,51,0.700022797056,336,7.99971914022111,3.34084571104748,7.50025115136,17.959474368,,735,b'',Map My Fitness MapMyRun Android
"Sept. 21, 2022","Sept. 21, 2022",Run,293,4.0231185984,1146,4.74755552572974,2.05443335918237,12.63808187136,29.2050874368,,3241,b'',Map My Fitness MapMyRun Android
"Sept. 20, 2022","Sept. 20, 2022",Bike Ride,155,5.13103928832,993,3.22546950807285,1.57027956732681,18.6019244928,38.20984992,,255,b'',Map My Fitness MapMyRun Android
"Sept. 20, 2022","Sept. 20, 2022",Bike Ride,187,6.18926343552,1141,3.07252520281556,1.81398756263422,19.5279410304,33.0762034944,,67,b'',Map My Fitness MapMyRun Android
"Sept. 20, 2022","Sept. 20, 2022",Bike Ride,183,6.08298235776,1115,3.05497146663485,1.6957530521753,19.6401123072,35.3825543808,,161,b'',Map My Fitness MapMyRun Android
"Sept. 18, 2022","Sept. 18, 2022",Run,286,4.01505578496,1089,4.52048785095045,2.56955629125905,13.2729037056,23.3502939648,,3146,b'',Map My Fitness MapMyRun Android
"Sept. 15, 2022","Sept. 15, 2022",Run,286,4.01600529792,1089,4.51940666507596,2.07459064065855,13.27607411328,28.9213600896,,3080,b'',Map My Fitness MapMyRun Android
"Sept. 14, 2022","Sept. 14, 2022",Bike Ride,208,6.89457453696,1342,3.24409821641613,1.8564769247594,18.4950640512,32.3193290112,,0,b'',Map My Fitness MapMyRun Android
"Sept. 14, 2022","Sept. 14, 2022",Bike Ride,189,6.17677492608,1038,2.80081200787402,1.72124169848087,21.4222998528,34.8585519744,,90,b'',Map My Fitness MapMyRun Android
"Sept. 14, 2022","Sept. 12, 2022",Bike Ride,182,6.04194408576,1126,3.10606060606061,1.68205803109839,19.3171169664,35.6706269568,,55,b'',Map My Fitness MapMyRun Android
"Sept. 12, 2022","Sept. 12, 2022",Bike Ride,187,6.19731015552,1111,2.9878571641613,1.98274576473395,20.0812334976,30.2609780352,,356,b'',Map My Fitness MapMyRun Android
"Sept. 11, 2022","Sept. 11, 2022",Run,286,4.01207849856,1093,4.54045872106896,2.41142975025849,13.21451670528,24.8814238464,,3198,b'',Map My Fitness MapMyRun Android
"Sept. 8, 2022","Sept. 8, 2022",Bike Ride,183,6.05263012992,1207,3.32362751531059,1.93765907102521,18.0524944512,30.9652269696,,53,b'',Map My Fitness MapMyRun Android
"Sept. 8, 2022","Sept. 8, 2022",Bike Ride,188,6.22804862592,1095,2.93029333691243,2.11668232522071,20.4758446464,28.3463414784,,94,b'',Map My Fitness MapMyRun Android
"Sept. 7, 2022","Sept. 7, 2022",Bike Ride,172,5.741737056,1172,3.40199485007556,2.17109580052493,17.636800896,27.6358161024,,74,b'',Map My Fitness MapMyRun Android
"Sept. 7, 2022","Sept. 7, 2022",Run,285,4.01516843904,1085,4.50376053845542,2.00277877197169,13.32219791232,29.9584213632,,3112,b'',Map My Fitness MapMyRun Android
"Sept. 7, 2022","Sept. 7, 2022",Bike Ride,196,6.49640673792,1202,3.08375338025929,1.4065544718842,19.4568080256,42.6574329984,,20,b'',Map My Fitness MapMyRun Android
"Sept. 5, 2022","Sept. 5, 2022",Bike Ride,768,25.4319804288,4837,3.16989406863915,1.55837409528354,18.9281385216,38.5017849216,,332,b'',Map My Fitness MapMyRun Android
"Sept. 4, 2022","Sept. 4, 2022",Bike Ride,131,4.3370211456,844,3.24338985325698,1.02731920583791,18.4990874112,58.4043812352,,7,b'',Map My Fitness MapMyRun Android
"Sept. 4, 2022","Sept. 4, 2022",Run,265,3.73578632064,1003,4.47473629006601,1.42443753479679,13.40861968512,42.1220042496,,2878,b'',Map My Fitness MapMyRun Android
"Sept. 4, 2022","Sept. 4, 2022",Bike Ride,146,5.56029961344,1174,3.51899283186193,1.57562957329197,17.0503559424,38.0801367936,,64,b'',Map My Fitness MapMyRun Android
"Sept. 1, 2022","Sept. 1, 2022",Bike Ride,235,7.75616903424,1550,3.33068007834248,1.80392756303189,18.0143529984,33.2607952512,,33,b'',Map My Fitness MapMyRun Android
"Sept. 1, 2022","Sept. 1, 2022",Run,284,4.006461888,1071,4.45531222659668,2.17367449097272,13.4670710592,27.6029854848,,3080,b'',Map My Fitness MapMyRun Android
"Sept. 1, 2022","Sept. 1, 2022",Bike Ride,194,6.44616301824,1189,3.07418426389883,1.88696139545057,19.51731936,31.7970968832,,15,b'',Map My Fitness MapMyRun Android
"Aug. 30, 2022","Aug. 30, 2022",Bike Ride,110,3.64035222144,728,3.33301022031337,2.11153115803706,18.0018001152,28.415382336,,163,b'',Map My Fitness MapMyRun Android
"Aug. 30, 2022","Aug. 30, 2022",Bike Ride,98,3.2631058944,606,3.09521146504414,1.99939229897399,19.3847094144,30.0091156992,,106,b'',Map My Fitness MapMyRun Android
"Aug. 29, 2022","Aug. 29, 2022",Walk,216,2.9963571264,1433,7.97082537978207,2.91066422094965,7.52748125184,20.6137654272,,3105,b'',Map My Fitness MapMyRun Android
"Aug. 28, 2022","Aug. 28, 2022",Run,284,4.01392924416,1076,4.46778314642488,1.87862259405074,13.42947678336,31.938236352,,3155,b'',Map My Fitness MapMyRun Android
"Aug. 27, 2022","Aug. 27, 2022",Bike Ride,1101,35.0198082432,5602,2.66611737453273,1.62806708820488,22.5045836928,36.8534947968,,279,b'',Map My Fitness MapMyRun Android
"Aug. 26, 2022","Aug. 26, 2022",Bike Ride,345,14.64678458496,3165,3.60147364391951,1.80284016344548,16.659929088,33.2807511168,,398,b'',Map My Fitness MapMyRun Android
"Aug. 25, 2022","Aug. 25, 2022",Bike Ride,172,6.23714141952,1300,3.47380671876243,2.2028851507198,17.2721235456,27.2370206592,,5,b'',Map My Fitness MapMyRun Android
"Aug. 25, 2022","Aug. 25, 2022",Bike Ride,184,6.11668202112,1067,2.90735231249503,2.07913286407381,20.637422784,28.8581128704,,69,b'',Map My Fitness MapMyRun Android
"Aug. 24, 2022","Aug. 24, 2022",Run,288,4.0156351488,1105,4.586241350513,2.07551648373499,13.0825987776,28.9084853376,,3092,b'',Map My Fitness MapMyRun Android
"Aug. 21, 2022","Aug. 21, 2022",Run,285,4.01730886656,1082,4.48890355324903,2.14658892070309,13.36629393792,27.9512475264,,3095,b'',Map My Fitness MapMyRun Android
"Aug. 19, 2022","Aug. 19, 2022",Bike Ride,998,32.9629056768,5627,2.84512198759246,1.21305948262149,21.0886828416,49.4619003648,,171,b'',Map My Fitness MapMyRun Android
"Aug. 18, 2022","Aug. 18, 2022",Bike Ride,186,6.15902386176,1130,3.05784220154299,1.5652775292293,19.6217657856,38.3318381952,,107,b'',Map My Fitness MapMyRun Android
"Aug. 18, 2022","Aug. 18, 2022",Bike Ride,186,6.0718135104,1015,2.78609793804184,1.85229509663565,21.535436736,32.3922322944,,21,b'',Map My Fitness MapMyRun Android
"Aug. 17, 2022","Aug. 17, 2022",Bike Ride,177,5.8579316928,1139,3.24062475145152,1.93124652032132,18.5150199168,31.0680640512,,48,b'',Map My Fitness MapMyRun Android
"Aug. 17, 2022","Aug. 17, 2022",Run,283,4.00768498944,1070,4.44977580927384,2.23000800326096,13.48382433024,26.9056567296,,3042,b'',Map My Fitness MapMyRun Android
"Aug. 17, 2022","Aug. 17, 2022",Bike Ride,195,6.45863543424,1176,3.03469612463215,1.68065373220393,19.7712738432,35.7003998208,,97,b'',Map My Fitness MapMyRun Android
"Aug. 15, 2022","Aug. 15, 2022",Bike Ride,1025,33.5310041088,5625,2.79591560287919,0.859990157480315,21.459797568,69.7681201536,,250,b'',Map My Fitness MapMyRun Android
"Aug. 14, 2022","Aug. 14, 2022",Run,283,4.0132211328,1066,4.42703362363795,2.27958721068957,13.55310658944,26.3204992512,,3085,b'',Map My Fitness MapMyRun Android
"Aug. 12, 2022","Aug. 12, 2022",Bike Ride,994,32.9817350016,5826,2.94405049510857,0.7716684562157,20.3800886784,77.753846016,,300,b'',Map My Fitness MapMyRun Android
"Aug. 10, 2022","Aug. 10, 2022",Bike Ride,178,5.879738304,1189,3.37032977411914,1.96292402370158,17.8024023936,30.5665924608,,0,b'',Map My Fitness MapMyRun Android
"Aug. 10, 2022","Aug. 10, 2022",Run,284,4.01154741504,1069,4.4413500159071,1.84162615326493,13.50941289984,32.5798818048,,3065,b'',Map My Fitness MapMyRun Android
"Aug. 10, 2022","Aug. 10, 2022",Bike Ride,191,6.352080768,1138,2.98589984490575,1.60196949813092,20.0944301184,37.4539410432,,47,b'',Map My Fitness MapMyRun Android
"Aug. 9, 2022","Aug. 9, 2022",Bike Ride,181,5.9876448192,1215,3.38196184283783,1.64597500596516,17.7412473216,36.4526072064,,58,b'',Map My Fitness MapMyRun Android
"Aug. 9, 2022","Aug. 9, 2022",Bike Ride,171,5.60153100672,945,2.81172949972163,1.54178348445081,21.339096768,38.9160300672,,57,b'',Map My Fitness MapMyRun Android
"Aug. 8, 2022","Aug. 8, 2022",Bike Ride,114,3.66243242112,595,2.70766846615764,1.91570602680347,22.1592184704,31.3200873216,,51,b'',Map My Fitness MapMyRun Android
"Aug. 8, 2022","Aug. 8, 2022",Bike Ride,84,3.16636822656,667,3.51085286924362,1.84120983456613,17.0897848704,32.5872847872,,56,b'',Map My Fitness MapMyRun Android
"Aug. 7, 2022","Aug. 7, 2022",Run,281,4.00628486016,1049,4.36397687504971,2.18369099459158,13.74893156736,27.476330112,,3012,b'',Map My Fitness MapMyRun Android
"Aug. 5, 2022","Aug. 5, 2022",Bike Ride,639,25.913657088,5546,3.56697511532649,1.3679797482701,16.8210244224,43.8604176384,,165,b'',Map My Fitness MapMyRun Android
"Aug. 4, 2022","Aug. 4, 2022",Bike Ride,187,6.17724163584,1203,3.24578834605901,2.20800524934383,18.4855689216,27.1739343744,,33,b'',Map My Fitness MapMyRun Android
"Aug. 4, 2022","Aug. 4, 2022",Bike Ride,159,5.27393294208,936,2.95794435496699,1.83186441183488,20.2843327104,32.7535300224,,54,b'',Map My Fitness MapMyRun Android
"Aug. 3, 2022","Aug. 3, 2022",Bike Ride,188,6.20516375424,1253,3.36547686510777,1.76538390797741,17.8281518976,33.986931264,,95,b'',Map My Fitness MapMyRun Android
"Aug. 3, 2022","Aug. 3, 2022",Run,286,4.00623657984,1093,4.54708253797821,2.44136120058856,13.19526895104,24.5764531584,,3097,b'',Map My Fitness MapMyRun Android
"Aug. 3, 2022","Aug. 3, 2022",Bike Ride,175,5.81829355008,1053,3.01634703332538,1.46669698958085,19.8916527744,40.9082370048,,75,b'',Map My Fitness MapMyRun Android
"Aug. 3, 2022","Aug. 3, 2022",Bike Ride,183,6.05586491136,1097,3.01911213513084,1.74137412510936,19.8733062528,34.4555722368,,26,b'',Map My Fitness MapMyRun Android
"Aug. 3, 2022","Aug. 3, 2022",Bike Ride,164,5.42741607936,982,3.01555789191124,1.78697034319574,19.8968026752,33.5763876096,,35,b'',Map My Fitness MapMyRun Android
"Aug. 2, 2022","Aug. 2, 2022",Bike Ride,105,3.49872994944,637,3.03443514873141,1.71243065497495,19.7730441216,35.0379938304,,53,b'',Map My Fitness MapMyRun Android
"Aug. 2, 2022","Aug. 2, 2022",Bike Ride,140,0,800,0,0,0,0,,43,b'',Map My Fitness MapMyRun Android
"Aug. 2, 2022","Aug. 2, 2022",Bike Ride,181,5.99961833856,1123,3.11964378032291,1.72858009226119,19.2329482752,34.7104923264,,68,b'',Map My Fitness MapMyRun Android
"Aug. 2, 2022","Aug. 2, 2022",Bike Ride,161,5.35604167296,964,2.99972535393303,1.65973837787322,20.0018928384,36.1502114688,,7,b'',Map My Fitness MapMyRun Android
"Aug. 1, 2022","Aug. 1, 2022",Bike Ride,866,28.680924096,5415,3.14669828203293,1.22561739441661,19.0676686464,48.9547960704,,279,b'',Map My Fitness MapMyRun Android
"July 31, 2022","July 31, 2022",Run,283,4.02089770368,1061,4.39785403245049,2.01013580688778,13.64302063872,29.8486641024,,3039,b'',Map My Fitness MapMyRun Android
"July 29, 2022","July 29, 2022",Walk,28,0.406626511104,199,8.15655322914181,3.49938857074684,7.3560700224,17.1457900416,,391,b'',Map My Fitness MapMyRun Android
"July 29, 2022","July 29, 2022",Walk,297,4.00675156992,1878,7.81181649168854,3.17100632307325,7.68069080064,18.9213792768,,4039,b'',Map My Fitness MapMyRun Android
"July 28, 2022","July 28, 2022",Bike Ride,187,6.17708070144,1204,3.24856587528832,1.46347207309314,18.469636416,40.9983602688,,24,b'',Map My Fitness MapMyRun Android
"July 28, 2022","July 28, 2022",Bike Ride,160,5.26020523776,894,2.83258893064503,1.98434890240993,21.1820247936,30.2366769408,,106,b'',Map My Fitness MapMyRun Android
"July 27, 2022","July 27, 2022",Bike Ride,171,6.20670872448,1295,3.47742309910125,1.81309278811739,17.2540988928,33.0926188032,,18,b'',Map My Fitness MapMyRun Android
"July 27, 2022","July 27, 2022",Run,283,4.01349472128,1068,4.43503688459397,1.95769207826294,13.52864456064,30.648347136,,3047,b'',Map My Fitness MapMyRun Android
